1	8	3	5	774	2	4	0	3	4	5	7	51	15	2c508672	555bf834	d614895a	192b1011	cf6fcc68	ade44d8e	05d3dd45	515759ca	d3a3af1e	407f548c	e72242ef	a6850a80	85ab4bbf	60beea55	c2c68f70	509e8bf9	a3c0a4d6	d565177f	cd40fb4b	85164c56	418f051f	8d8824c3	8f867bf0	ad8c9746	8584dbfb	efdd5cca
0	4	2	7	157	18	4	2	2	2	7	6	56	15	2c508672	6103120d	7f7e76a2	7e81ad51	cf6fcc68	aeb52e4a	05d3dd45	515759ca	d3a3af1e	308d56a7	84000c59	f26a22c9	f6cac430	d6d926db	e1eacbd2	72d12177	1130c00c	04828674	893e1444	c01bc891	8f88506b	15a0c497	3d838203	a3c339ca	f943e71f	c3783e69
0	7	1	7	433	7	1	1	5	2	1	8	45	14	f1b6f3e9	4f4b914d	63df8711	0763ea05	091cada3	b2d7cef2	77d05b8d	515759ca	d3a3af1e	620cf3c8	cc770c4c	5f50f29a	71054589	b7f5ab8c	547079fc	d6ca472a	6bc8f51b	517c5f7e	283973a8	8d6fa5fc	ae3e53dc	10709f78	96467b81	5f87e686	b58fc3c8	5eae63e5
0	4	3	8	256	18	3	1	2	0	1	2	8	8	f1b6f3e9	555bf834	63df8711	7e81ad51	cd6a56f5	aeb52e4a	77d05b8d	515759ca	d3a3af1e	b99724aa	bebfbf84	c88e67e3	ced7080a	bc495462	6e0e48de	0863b59c	e7899286	67c091a0	3367c01d	56ded619	c6b5ca5d	f0d900fa	8b650f24	23343a73	be70090b	25c99d33
0	6	3	10	769	0	1	0	5	1	7	2	31	13	ca984be4	088495f3	d614895a	0763ea05	091cada3	ade44d8e	05d3dd45	786f6fb1	d3a3af1e	b99724aa	6659c2a0	2406c52f	d1ec34e3	c55b2173	3e9ed7dc	f436bd3a	b1c34a23	704ab566	9f17c14e	6c74f7f9	2d57ff92	c69507f8	34f1f380	b2960efb	03614e58	45435a03
0	7	5	6	844	3	3	0	4	0	3	2	21	13	1280bf9f	555bf834	d614895a	21d51548	cd6a56f5	ade44d8e	313701e2	515759ca	d3a3af1e	b99724aa	3455c0fe	11b5c099	6ed30141	83c0b648	54889c1e	e7de76c4	33722906	61b1210f	999aabc9	28a0f597	b01b482c	4bedaaf2	8764750f	fd08c1cd	93a8f9ae	f9040d5e
0	6	3	8	252	1	0	2	0	2	5	2	51	6	f5ccb574	555bf834	7f7e76a2	0f200743	3540bf3c	ade44d8e	05d3dd45	5f17eb1f	d3a3af1e	b99724aa	47b49c10	6c46509d	312ae308	823e5011	c8f9cde8	5237fb54	88abf258	dc1ef5bc	f3aacec0	8aa8f2b9	82194b68	cc8280b4	82d0d9de	5084be8a	a1de2c3b	7f75754e
0	0	4	1	169	11	1	0	1	3	0	1	42	15	2c508672	555bf834	d614895a	b3c73db1	091cada3	b2d7cef2	313701e2	515759ca	d3a3af1e	1a8ce2cf	46d9d8af	a9e2b3bb	d0a75f5b	e3ca30c8	5e259a3c	83002c03	890c78c2	77b234d5	231ff799	5da3b237	6d27ef42	31dc64f7	e7a9d0a5	4f81ac1f	cfcf8baa	103bd698
0	2	3	5	844	3	4	0	4	1	7	3	39	10	f5ccb574	69266c67	d614895a	21d51548	cf6fcc68	ade44d8e	313701e2	5f17eb1f	d3a3af1e	cbe3f516	9ee4227a	2ddaf13e	27c10942	43f55997	ac6d8f91	1534eaae	b4eacc14	68ab384c	b69db435	a174dfd9	c2c04261	26658570	cd7c60ea	93c6d8b6	0ecb51df	99f8cd2b
0	1	5	8	295	2	4	0	5	1	0	1	39	10	f1b6f3e9	555bf834	d614895a	0763ea05	cf6fcc68	ade44d8e	2da45863	515759ca	d3a3af1e	1a8ce2cf	5e6ef19a	8a47add6	e9517aca	745e7a05	69d4974a	edee31f1	f2e3f3c7	8892b620	d6fd6cfe	6ba21c95	e185c4a8	3b3c2f3b	360d9cb5	ecaccbf4	25d2e27e	fec2ae05
